Policy_id,Source_des,Title,Description,Keywords,Note,Year_from,Year_to,Goals,Subgoals,Ultimate_beneficiaries,Instruments,Primary_targets,Countries,Geoscopes,Formulators,links,publications,search_text,nutrition_relevant
99,Nourishing,Maximum limits of salt content in bread,Mandatory maximum level of salt in bread,health; nutrition; production; shop;,,2009.0,2009.0,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Regulation and self-regulation,Food industry,Portugal,National,Portuguese Ministry of Health,http://www.asae.gov.pt/seguranca-alimentar/informacoes-sobre-actividades-economicas-na-area-alimentar/pao.aspx,,maximum limits of salt content in bread mandatory maximum level of salt in bread health; nutrition; production; shop; balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases,True
102,Nourishing,Maximum limits of trans fatty acids in foodstuffs,"Regulation on the maximum permissible quantities of trans fatty acids in foodstuffs, the conditions for the marketing and control of trans fatty acids and the monitoring of trans fatic acid in the population",health; nutrition; production; shop;,,2013.0,2013.0,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Regulation and self-regulation,Food industry,Hungary,National,Hungarian Government,http://portal.nebih.gov.hu/-/tajekoztato-a-transz-zsirsavakrol |  https://net.jogtar.hu/jogszabaly?docid=A1300071.EMM&celpara=#xcelparam |  https://portal.nebih.gov.hu/documents/10182/406632/4-6-4_Transzzs%C3%ADrsavak.pdf/e289ba45-3002-44cf-b4a6-6878713f46f8 | ,,"maximum limits of trans fatty acids in foodstuffs regulation on the maximum permissible quantities of trans fatty acids in foodstuffs, the conditions for the marketing and control of trans fatty acids and the monitoring of trans fatic acid in the population health; nutrition; production; shop; balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases",True
109,Nourishing,Memorandum of Cooperation on the advertising of soft drinks to children,Changes in the advertising of soft-drinks to children,soda; health; media; school; nutrition; diet;,,2011.0,2011.0,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Regulation and self-regulation,Media,Latvia,National,Latvian Ministry of Health and Federation of Latvian Food Operators,https://policydatabase.wcrf.org/level_one?page=nourishing-level-one#step2=3#step3=313 |  https://vm.ee/en/newsletter/estonian-latvian-it-associations-sign-memorandum-cooperation | ,,memorandum of cooperation on the advertising of soft drinks to children changes in the advertising of soft-drinks to children soda; health; media; school; nutrition; diet; balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases,True
88,Nourishing,National Agreement to Improve Product Composition,"The purpose of the National Agreement To Improve Product Composition is to reduce the salt, unsaturated fat and calorie content (sugar and fat) of products. This will result in a healthier range of products.",health; nutrition; business; food companies; consumer;,,2014.0,2020.0,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Food and agricultural standards (voluntary),Food industry,Netherlands,National,"Dutch Ministry of Health, Welfare and Sport and food industry and retail associations","https://www.akkoordverbeteringproductsamenstelling.nl/en#:~:text=The%20purpose%20of%20the%20National,a%20healthier%20range%20of%20products.",,"national agreement to improve product composition the purpose of the national agreement to improve product composition is to reduce the salt, unsaturated fat and calorie content (sugar and fat) of products. this will result in a healthier range of products. health; nutrition; business; food companies; consumer; balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases",True
488,Nourishing,National Guideline for Food and Meals in Schools,"The National Guideline for Food and Meals in Schools were published in 2015, as a revision of the Guidelines for the School Meal of 2003, but with more details and containing new recommendations. The guidelines are voluntary and include recommendations on the implementation of the meal (meal time, supervision, physical and social arrangements), the nutritional quality of the food and drink offered, food safety and hygiene, and environmental considerations. Specific recommendations are made for primary schools and the after-school programs; secondary schools; and high school. Separate guidelines for kindergartens were also published, which mirror the principles outlines above, but adapt them for younger children.",children; foodstuff; marketing; obesity; overweight; diet; education; canteen; food services; recommendation; health;,,2015.0,2015.0,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Food and agricultural standards (voluntary),SMEs,Norway,National,Norwegian Directorate of Health,https://www.helsedirektoratet.no/produkter?tema=retningslinje |  https://www.regjeringen.no/contentassets/fab53cd681b247bfa8c03a3767c75e66/norwegian_national_action_plan_for_a_healthier_diet_an_outline.pdf | ,,"national guideline for food and meals in schools the national guideline for food and meals in schools were published in 2015, as a revision of the guidelines for the school meal of 2003, but with more details and containing new recommendations. the guidelines are voluntary and include recommendations on the implementation of the meal (meal time, supervision, physical and social arrangements), the nutritional quality of the food and drink offered, food safety and hygiene, and environmental considerations. specific recommendations are made for primary schools and the after-school programs; secondary schools; and high school. separate guidelines for kindergartens were also published, which mirror the principles outlines above, but adapt them for younger children. children; foodstuff; marketing; obesity; overweight; diet; education; canteen; food services; recommendation; health; balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases",True
77,Nourishing,National guidelines for the school catering,The aim is to facilitate the adoption of correct eating habits for health promotion and the prevention of chronic-degenerative diseases.,children; foodstuff; marketing; obesity; overweight; diet; education; canteen; food services; recommendation; health;,,2010.0,2010.0,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Food and agricultural standards (voluntary),School food services,Italy,National,Italian Ministry of Health,https://www.salute.gov.it/imgs/C_17_pubblicazioni_1248_allegato.pdf,,national guidelines for the school catering the aim is to facilitate the adoption of correct eating habits for health promotion and the prevention of chronic-degenerative diseases. children; foodstuff; marketing; obesity; overweight; diet; education; canteen; food services; recommendation; health; balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases,True
505,Nourishing,National Planning Policy Framework,"The National Planning Policy Framework sets out that planning policies and decisions should aim to achieve healthy, inclusive and safe places which enable and support healthy lifestyles, including through access to healthier food. National planning guidance enable local authorities to limit the opening of new hot food takeaways close to schools and in areas of over-concentration and high obesity rates where supported by evidence. Local planning policies and guidance to control the over-concentration and proliferation of hot food takeaways should form part of a local authority-wide approach for tackling obesity and should involve a range of different departments and stakeholders.",children; fastfood; junk; schools; health,,2019.0,,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Food and agricultural standards (voluntary),Consumers |  Food industry |  Food services |,UK,National,"UK MINISTRY OF HOUSING, COMMUNITIES AND LOCAL GOVERNMENT",https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/810197/NPPF_Feb_2019_revised.pdf,,"national planning policy framework the national planning policy framework sets out that planning policies and decisions should aim to achieve healthy, inclusive and safe places which enable and support healthy lifestyles, including through access to healthier food. national planning guidance enable local authorities to limit the opening of new hot food takeaways close to schools and in areas of over-concentration and high obesity rates where supported by evidence. local planning policies and guidance to control the over-concentration and proliferation of hot food takeaways should form part of a local authority-wide approach for tackling obesity and should involve a range of different departments and stakeholders. children; fastfood; junk; schools; health balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases",True
169,SCAR,"National Research Programmes
 - Healthy and Safe Food","The programme is designed to comprehensively research the storage, transportation and processing of food products. The results of the research should become the basis for improving the biological value of food, developing new food products as well as supply of safe and wholesome food.",hygiene; control; risk; consumer; import; nutrition; research; funding; competitiveness;,,2011.0,2015.0,Food safety,Reduced economic and social burden of food-borne diseases,Consumers,R&I economic,Research sector,Lithuania,National,Lithuanian Ministry of Education and Science,https://www.e-tar.lt/portal/lt/legalAct/TAR.0914434AACFF/BGKBTMarCm |  https://www.lmt.lt/en/competitive-research-funding/national-research-programmes/787 | ,,"national research programmes
 - healthy and safe food the programme is designed to comprehensively research the storage, transportation and processing of food products. the results of the research should become the basis for improving the biological value of food, developing new food products as well as supply of safe and wholesome food. hygiene; control; risk; consumer; import; nutrition; research; funding; competitiveness; food safety reduced economic and social burden of food-borne diseases",True
492,Nourishing,Non-alcoholic beverage tax,"ax is payable on non-alcoholic beverages that are either imported into Norway or produced in Norway.  The tax covers: non-alcoholic beverages with added sugar or artificial sweetener syrup with added sugar or artificial sweetener used in the manufacture of non-alcoholic beverages for sale, in dispensers or similar. No tax is payable on non-alcoholic beverages in powder form.",tax; sugar; beverage; drink; health; import; export,,2020.0,2020.0,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Fiscal policy,Food industry,Norway,National,Norwegian Ministry of Finance,https://www.skatteetaten.no/globalassets/bedrift-og-organisasjon/avgifter/saravgifter/alkoholfrie-drikkevarer/2020-alkoholfrie-drikkevarer-ii-juli.pdf,,"non-alcoholic beverage tax ax is payable on non-alcoholic beverages that are either imported into norway or produced in norway.  the tax covers: non-alcoholic beverages with added sugar or artificial sweetener syrup with added sugar or artificial sweetener used in the manufacture of non-alcoholic beverages for sale, in dispensers or similar. no tax is payable on non-alcoholic beverages in powder form. tax; sugar; beverage; drink; health; import; export balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases",True
239,SCAR,Nordic Nutrition Recommendations,set the guidelines for dietary composition and recommended intake for nutrients based on the most recent global scientific research.,health; prevention; lifestyle; diet; nutrition;,,2012.0,2012.0,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Information measure,Consumers,Finland,National,Nordic Council of Ministers,https://norden.diva-portal.org/smash/get/diva2:704251/FULLTEXT01.pdf |  https://www.norden.org/en/publication/nordic-nutrition-recommendations-2012 | ,,nordic nutrition recommendations set the guidelines for dietary composition and recommended intake for nutrients based on the most recent global scientific research. health; prevention; lifestyle; diet; nutrition; balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases,True
500,Nourishing,Norwegian Recommendations on Diet and Physical Activity,"Published in 2014 by the Norwegian Directorate of Health, the Norwegian Recommendations on Diet, Nutrition and Physical Activity were developed based on the Nordic Nutrition Recommendations 2012 - integrating nutrition and physical activity (NNR 2012) and the report ‘Food-based dietary guidelines for public health promotion and prevention of chronic diseases – Methodology and scientific evidence’ (2011) published by the Norwegian National Council for Nutrition, an independent body.  The following energy distribution pattern is recommended: 25–40% fat; 10–20% protein; 45–60% carbohydrates. The intake of added sugar should be below 10% of the energy intake and the recommended intake of dietary fibre 25-35 grams per day. The intake of saturated fatty acids should be below 10% of the energy intake. It is recommended to choose low-fat dairy and dairy products, lean meats and meat products, as well as to choose edible oils, liquid margarine and soft margarine spreads instead of hard margarines and butter. The dietary content of polyunsaturated fat should be 5–10% of energy intake, including omega-3 fatty acids from fish. It is recommended to enjoy a varied diet with lots of vegetables, fruit and berries, whole-grain foods and fish, and limited amounts of processed meat, red meat, salt and sugar.",nutrition; health; salt; sugar; fat; protein; fruit; vegetables; fish; meat; diet; guidelines; recommendation,,2014.0,,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Food and agricultural standards (voluntary),Consumers |  Food industry |,Norway,National,Norwegian Directorate of Health,https://www.helsedirektoratet.no/brosjyrer/helsedirektoratets-kostrad-brosjyre-og-plakat/Helsedirektoratets%20kostr%C3%A5d%20-%20engelsk.pdf/_/attachment/inline/80f68126-68af-4cec-b2aa-d04069d02471:dcb8efdbe6b6129470ec4969f6639be21a8afd82/Helsedirektoratets%20kostr%C3%A5d%20-%20engelsk.pdf,,"norwegian recommendations on diet and physical activity published in 2014 by the norwegian directorate of health, the norwegian recommendations on diet, nutrition and physical activity were developed based on the nordic nutrition recommendations 2012 - integrating nutrition and physical activity (nnr 2012) and the report ‘food-based dietary guidelines for public health promotion and prevention of chronic diseases – methodology and scientific evidence’ (2011) published by the norwegian national council for nutrition, an independent body.  the following energy distribution pattern is recommended: 25–40% fat; 10–20% protein; 45–60% carbohydrates. the intake of added sugar should be below 10% of the energy intake and the recommended intake of dietary fibre 25-35 grams per day. the intake of saturated fatty acids should be below 10% of the energy intake. it is recommended to choose low-fat dairy and dairy products, lean meats and meat products, as well as to choose edible oils, liquid margarine and soft margarine spreads instead of hard margarines and butter. the dietary content of polyunsaturated fat should be 5–10% of energy intake, including omega-3 fatty acids from fish. it is recommended to enjoy a varied diet with lots of vegetables, fruit and berries, whole-grain foods and fish, and limited amounts of processed meat, red meat, salt and sugar. nutrition; health; salt; sugar; fat; protein; fruit; vegetables; fish; meat; diet; guidelines; recommendation balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases",True
487,Nourishing,Nutri–Score – Belgium,"The Nutri-Score logo was adopted in Belgium as of April 2019. Created in France, the logo is present on the front of the packaging to better inform consumers about the nutritional value of foods. The Nutri-Score is calculated using a scientifically validated method. To obtain the final product score per 100 g or 100 ml, the calculation takes into account elements to promote (the content of fruits and vegetables, legumes, fibres, nuts and proteins)and elements to limit (the content of sugars, salt, saturated fat and calories).",labelling; products; foodstuff; shop; awareness; information; knowledge;,,2019.0,,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Labelling measure,Consumers,Belgium,National,Belgian Ministry of Public health and Ministry of Economic Affairs,http://reflex.raadvst-consetat.be/reflex/pdf/Mbbs/2019/04/01/141014.pdf |  https://www.ejustice.just.fgov.be/doc/rech_f.htm |  https://www.health.belgium.be/sites/default/files/uploads/fields/fpshealth_theme_file/faq-updatedalgo-fr_v6_clean.pdf | ,,"nutri–score – belgium the nutri-score logo was adopted in belgium as of april 2019. created in france, the logo is present on the front of the packaging to better inform consumers about the nutritional value of foods. the nutri-score is calculated using a scientifically validated method. to obtain the final product score per 100 g or 100 ml, the calculation takes into account elements to promote (the content of fruits and vegetables, legumes, fibres, nuts and proteins)and elements to limit (the content of sugars, salt, saturated fat and calories). labelling; products; foodstuff; shop; awareness; information; knowledge; balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases",True
6,Nourishing,Nutri-Score labelling,voluntary colour-coded scheme for nutritional quality. Synthetic information system based on colours and letters from green/A to dark orange/E,labelling; products; foodstuff; shop; awareness; information; knowledge;,,2017.0,2017.0,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Labelling measure,Food industry,France,National,Santé publique France- French national public health agency,https://www.legifrance.gouv.fr/eli/arrete/2017/10/31/SSAP1730474A/jo/texte |  https://www.santepubliquefrance.fr/Sante-publique-France/Nutri-Score | ,,nutri-score labelling voluntary colour-coded scheme for nutritional quality. synthetic information system based on colours and letters from green/a to dark orange/e labelling; products; foodstuff; shop; awareness; information; knowledge; balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases,True
54,Nourishing,Nutrition online campaign,website to inform on how to eat well,awareness; knowledge; platform; consumer; advice;,,,,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Information measure,Consumers,Estonia,National,Estonian National Institute for Health Development,http://toitumine.ee/kuidas-tervislikult-toituda/toidusoovitused/magusad-ja-soolased-naksid/sool,,nutrition online campaign website to inform on how to eat well awareness; knowledge; platform; consumer; advice; balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases,True
43,Nourishing,Nutrition standards for school canteens,"Nutrition standards for food and beverages served in school canteens, also regulating promotion and advertisement of food in schools.",food services; children; infant; awareness; diet; obesity; prevention; health;,,2014.0,2014.0,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Regulation and self-regulation,School food services,Poland,National,Polish Ministry of Health,https://parenting.pl/rewolucja-na-szkolnych-stolowkach-od-1-wrzesnia,,"nutrition standards for school canteens nutrition standards for food and beverages served in school canteens, also regulating promotion and advertisement of food in schools. food services; children; infant; awareness; diet; obesity; prevention; health; balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases",True
521,Nourishing,Nutrition training of caterers,"Between 2017 and 2019, the NIJZ carried out a programme on the development of a sustainable model of training for caterers with a proposal to set up a national network of training providers on healthy food preparation. The pilot model of nutrition training will be based on the establishment of training modules for different forms of food providers (kindergartens, schools, nursing homes, hospitals, work organizations), taking into account the specifics of certain dietary guidelines.",nutrition; health; training; food; programme,,2017.0,2019.0,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Society at large,Education measure,Food industry,Slovenia,National,National Institute of Public Health (NIJZ),https://www.sgs.com/en-si/services/food-safety-and-food-hygiene-for-catering-advanced-training-course,,"nutrition training of caterers between 2017 and 2019, the nijz carried out a programme on the development of a sustainable model of training for caterers with a proposal to set up a national network of training providers on healthy food preparation. the pilot model of nutrition training will be based on the establishment of training modules for different forms of food providers (kindergartens, schools, nursing homes, hospitals, work organizations), taking into account the specifics of certain dietary guidelines. nutrition; health; training; food; programme balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases",True
37,Nourishing,Nutritional quality of school meals,Nutritional requirements for food provided in schools.,food services; children; infant; awareness; diet; obesity; prevention; health;,,2011.0,2011.0,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Regulation and self-regulation,School food services,France,National,French Ministry of Agriculture and Food,https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000024614716&categorieLien=id,,nutritional quality of school meals nutritional requirements for food provided in schools. food services; children; infant; awareness; diet; obesity; prevention; health; balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases,True
65,Nourishing,Nutritional standards for school lunches and other food in schools,Nutritional standards for school lunches and other food in schools.,food services; children; infant; awareness; diet; obesity; prevention; health;,,2007.0,2007.0,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Regulation and self-regulation,School food services,UK-Northern Ireland,National,Northern Ireland Government,https://www.education-ni.gov.uk/articles/nutritional-standards,,nutritional standards for school lunches and other food in schools nutritional standards for school lunches and other food in schools. food services; children; infant; awareness; diet; obesity; prevention; health; balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases,True
468,Nourishing,Ordinance on the Right to Subsidised Meals of Students,"Act on Education in Primary and Secondary schools. In December 2022, the Croatian government adopted and put into effect the project of free meals for all elementary school students financed by the state budget. The project started on the second semester of 2022/2023 school year. Meals for the students are co-financed and organized by the owners and founders of the elementary school in cooperation with the school. The founders are appointed 1.33 euros per student for each elementary school student to get at least one free meal. Practices on free school meals may vary across the country as some may be free for beneficiaries of social assistance, unemployed parents, children of disabled people from the Croatian Homeland War, children of deceased Homeland War defenders. Although data are not collected systematically, available information suggests that minimum-income beneficiaries might be exempt from paying school meals in the whole country, if a school provides meals.",food aid; food assistance; social inclusion; school meal; income; support; children,,2022.0,,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Income support,School food services,Croatia,National,Government of Croatia,"https://mzo.gov.hr/UserDocsImages/dokumenti/Obrazovanje/ZakonOodgojuIObrazov/Zakon%20o%20odgoju%20i%20obrazovanju%20u%20osnovnoj%20i%20srednjoj%20%C5%A1koli%20(NN,%20br.%2087-08).pdf",,"ordinance on the right to subsidised meals of students act on education in primary and secondary schools. in december 2022, the croatian government adopted and put into effect the project of free meals for all elementary school students financed by the state budget. the project started on the second semester of 2022/2023 school year. meals for the students are co-financed and organized by the owners and founders of the elementary school in cooperation with the school. the founders are appointed 1.33 euros per student for each elementary school student to get at least one free meal. practices on free school meals may vary across the country as some may be free for beneficiaries of social assistance, unemployed parents, children of disabled people from the croatian homeland war, children of deceased homeland war defenders. although data are not collected systematically, available information suggests that minimum-income beneficiaries might be exempt from paying school meals in the whole country, if a school provides meals. food aid; food assistance; social inclusion; school meal; income; support; children balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases",True
80,Nourishing,"Organization of catering in pre-school education, general education schools and children's social care institutions",Regulation on food offered in schools.,food services; children; infant; awareness; diet; obesity; prevention; health;,,2011.0,2011.0,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Regulation and self-regulation,School food services,Lithuania,National,Lithuanian Ministry of Health,https://e-seimas.lrs.lt/portal/legalAct/lt/TAD/TAIS.411986,,"organization of catering in pre-school education, general education schools and children's social care institutions regulation on food offered in schools. food services; children; infant; awareness; diet; obesity; prevention; health; balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases",True
67,Nourishing,Our School Buffet,"Initiative to improve the catering offer for children and adolescents at the school buffet.  An offer that is based on nutritional recommendations, meets physiological needs and supports health-promoting nutritional behavior.",food services; children; infant; awareness; diet; obesity; prevention; health;,,2012.0,2012.0,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Food and agricultural standards (voluntary),School food services,Austria,National,Austrian Federal Ministry of Health and Women's affairs,https://rm.coe.int/16806c2fad,,"our school buffet initiative to improve the catering offer for children and adolescents at the school buffet.  an offer that is based on nutritional recommendations, meets physiological needs and supports health-promoting nutritional behavior. food services; children; infant; awareness; diet; obesity; prevention; health; balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases",True
495,Nourishing,Partnership for a healthier diet,"The overall goal is to increase the proportion of the population who has a balanced diet in accordance with the dietary guidelines, and to contribute to achieve the targets of World Health Organization for reduction in premature mortality from noncommunicable diseases by 25 percent within 2025. A long-term perspective is necessary to achieve the desired changes. This partnership can contribute to achieving the national objectives of public health in Norway.",WHO; health; mortality; disease; diet; guidelines; prevention; recommendation; awareness; partnership,,2016.0,2021.0,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Food and agricultural standards (voluntary),Food industry,Norway,National,Norwegian Directorate of Health,https://www.helsedirektoratet.no/english/partnership-for-a-healthier-diet |  https://www.helsedirektoratet.no/tema/kosthold-og-ernaering/matbransje-serveringsmarked-og-arbeidsliv/intensjonsavtalen-for-et-sunnere-kosthold/Intensjonsavtale%20om%20sunnere%20kosthold%207%20juni%202018.pdf/_/attachment/inline/64a6c56f-de72-4dd5-8f76-5cb162ac584f:fc56be7eff8334abf488a17916910e7228f99c43/Intensjonsavtale%20om%20sunnere%20kosthold%207%20juni%202018.pdf | ,,"partnership for a healthier diet the overall goal is to increase the proportion of the population who has a balanced diet in accordance with the dietary guidelines, and to contribute to achieve the targets of world health organization for reduction in premature mortality from noncommunicable diseases by 25 percent within 2025. a long-term perspective is necessary to achieve the desired changes. this partnership can contribute to achieving the national objectives of public health in norway. who; health; mortality; disease; diet; guidelines; prevention; recommendation; awareness; partnership balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases",True
528,Nourishing,Procurement rules for meals in public institutions,"As part of an update to the National Program on Nutrition and Physical Activity for Health 2015-2025 (ReNPPTDZ) there is an intention to establish a food procurement system that takes into account short chains and the principles of green public procurement, adapted to educational establishments in terms of simplification and better efficiency.",procurement; food provision; nutrition; environment; education; efficiency,,2015.0,2025.0,Reduced environmental impact,Resource efficiency and waste management,Consumers,Procurement,Public Authorities,Slovenia,National,Slovenian government,,,"procurement rules for meals in public institutions as part of an update to the national program on nutrition and physical activity for health 2015-2025 (renpptdz) there is an intention to establish a food procurement system that takes into account short chains and the principles of green public procurement, adapted to educational establishments in terms of simplification and better efficiency. procurement; food provision; nutrition; environment; education; efficiency reduced environmental impact resource efficiency and waste management",True
21,Nourishing,Prohibition on the unlimited provision of drinks with added sugars or sweeteners,"free access to sweetened or sweetened beverages at all times is prohibited in all public dining places and minors' places of reception. This ban will help to reduce the obesity and overweight of the French population, especially young people, and prevent the risk of chronic diseases.",disincentive; retail; children; junk food; soda; sugar; energy; prevention; health;,,2017.0,2017.0,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Regulation and self-regulation,Food services,France,National,French ministry of solidarity and health,https://www.legifrance.gouv.fr/loda/id/JORFTEXT000033922943,,"prohibition on the unlimited provision of drinks with added sugars or sweeteners free access to sweetened or sweetened beverages at all times is prohibited in all public dining places and minors' places of reception. this ban will help to reduce the obesity and overweight of the french population, especially young people, and prevent the risk of chronic diseases. disincentive; retail; children; junk food; soda; sugar; energy; prevention; health; balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases",True
225,SCAR,Promotional campaign #megustalaleche,Promotional actions for the consumption of milk and milk products,information; awareness; knowledge; dairy; media; advertisement;,,,,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Information measure,Consumers,Spain,National,"Spanish Ministry of Agriculture and Fisheries, Food and Environment",http://www.mapama.gob.es/es/megustalaleche/presentacion.aspx,,promotional campaign #megustalaleche promotional actions for the consumption of milk and milk products information; awareness; knowledge; dairy; media; advertisement; balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases,True
509,Nourishing,Public Health England's Weight Management Collection,"Public Health England's Weight Management Collection are a set of guides and tools based on evidence and practice. They support commissioners and providers of tier 2 (time limited) weight management services for children and their families, and adults. They include local authorities, clinical commissioning groups, NHS institutions  and providers of weight management services.",behaviour; children; health; family; adult; KPI; indicator; child,,2017.0,,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Society at large |  Consumers |,Food and agricultural standards (voluntary),Public Authorities,UK,National,UK Public Health England,https://www.gov.uk/government/collections/weight-management-guidance-for-commissioners-and-providers,,"public health england's weight management collection public health england's weight management collection are a set of guides and tools based on evidence and practice. they support commissioners and providers of tier 2 (time limited) weight management services for children and their families, and adults. they include local authorities, clinical commissioning groups, nhs institutions  and providers of weight management services. behaviour; children; health; family; adult; kpi; indicator; child balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases",True
45,Nourishing,Public Health Product Tax,"The tax applies to certain categories of pre-packed food containing salt, sugar or caffeine exceeding a threshold level. The aim of the policy is to improve the health of the population.",disincentive; retail; children; junk food; soda; sugar; energy; prevention; health;,,2011.0,2011.0,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Fiscal policy,Food industry,Hungary,National,"Hungarian Ministry of Health, Ministry of Finance",http://www.euro.who.int/__data/assets/pdf_file/0004/287095/Good-practice-brief-public-health-product-tax-in-hungary.pdf,,"public health product tax the tax applies to certain categories of pre-packed food containing salt, sugar or caffeine exceeding a threshold level. the aim of the policy is to improve the health of the population. disincentive; retail; children; junk food; soda; sugar; energy; prevention; health; balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases",True
33,Nourishing,Public Health Responsibility Deal - Out of Home Calorie Labelling,"Out of home calorie labelling aims to inform and empower people to make healthier choices more often when eating out, as well as encouraging food businesses to make healthier options more available. Businesses voluntary provide calorie information for customers on menus or menu boards.",information; awareness; advice; food services; retail; supermarket; shop; lifestyle; health; nutrition; diet;,,2011.0,2015.0,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Labelling measure,Food services,UK,National,UK department of Health,http://webarchive.nationalarchives.gov.uk/20180201180712/https://responsibilitydeal.dh.gov.uk/f1-factsheet/,,"public health responsibility deal - out of home calorie labelling out of home calorie labelling aims to inform and empower people to make healthier choices more often when eating out, as well as encouraging food businesses to make healthier options more available. businesses voluntary provide calorie information for customers on menus or menu boards. information; awareness; advice; food services; retail; supermarket; shop; lifestyle; health; nutrition; diet; balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases",True
22,Nourishing,Public Health Responsibility Deal - Salt reduction (Caterers),"pledges specific to caterers as part of the Responsibility Deal, in a bid to enable caterers and their suppliers to play a fuller part in salt reduction.  Three separate pledges focus on three key areas (training and kitchen practice, reformulation, and procurement)",recommendation; plan; nutrition; diet; health; retailer; catering; awareness;,,2011.0,2015.0,Balanced and sufficient diets for all EU citizens,Reduced economic and social burden of diet related diseases,Consumers,Food and agricultural standards (voluntary),Food services,UK,National,UK department of Health,http://webarchive.nationalarchives.gov.uk/20180201175643/https://responsibilitydeal.dh.gov.uk/ |  http://webarchive.nationalarchives.gov.uk/20180201181150/https://responsibilitydeal.dh.gov.uk/pledges/pledge/?pl=42 | ,,"public health responsibility deal - salt reduction (caterers) pledges specific to caterers as part of the responsibility deal, in a bid to enable caterers and their suppliers to play a fuller part in salt reduction.  three separate pledges focus on three key areas (training and kitchen practice, reformulation, and procurement) recommendation; plan; nutrition; diet; health; retailer; catering; awareness; balanced and sufficient diets for all eu citizens reduced economic and social burden of diet related diseases",True
